origin_index,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,prep_Geography_0,prep_Geography_1,prep_Gender_0,prep_Gender_1,prep_Age,prep_Balance,prep_CreditScore,prep_EstimatedSalary,prep_HasCrCard,prep_IsActiveMember,prep_NumOfProducts,prep_Tenure,TCR-prob_0,TCR-prob_1,TCR-pred_Exited,Exited,result_key
10,5972,15786680,Bianchi,805,Spain,Male,37,5,0.0,2,1,0,21928.81,0,1,1,0,37.0,0.0,805.0,21928.81,1.0,0.0,2.0,5.0,0.9506584598627912,0.04934154013720877,0,0,20241204-151534
11,9012,15717498,Boni,775,France,Male,42,6,133970.22,2,0,1,187839.9,1,0,1,0,42.0,133970.22,775.0,187839.9,0.0,1.0,2.0,6.0,0.9057089408428192,0.09429105915718082,0,0,20241204-151534
12,403,15781589,Carpenter,751,Spain,Male,52,8,0.0,2,0,1,179291.85,0,1,1,0,52.0,0.0,751.0,179291.85,0.0,1.0,2.0,8.0,0.9310900038289229,0.06890999617107706,0,0,20241204-151534
13,3073,15644296,Scott,740,France,Female,30,8,105209.54,1,1,0,1852.58,1,0,0,1,30.0,105209.54,740.0,1852.58,1.0,0.0,1.0,8.0,0.9159999247493186,0.08400007525068147,0,0,20241204-151534
14,162,15641122,Wei,684,France,Male,30,2,0.0,2,1,0,83473.82,1,0,1,0,30.0,0.0,684.0,83473.82,1.0,0.0,2.0,2.0,0.9846190538342122,0.015380946165787755,0,0,20241204-151534
15,9978,15579969,Mancini,683,France,Female,32,9,0.0,2,1,1,24991.92,1,0,0,1,32.0,0.0,683.0,24991.92,1.0,1.0,2.0,9.0,0.9811546433168603,0.018845356683139743,0,0,20241204-151534
16,717,15677369,Golubov,554,Germany,Female,37,4,58629.97,1,0,0,182038.6,1,1,0,1,37.0,58629.97,554.0,182038.6,0.0,0.0,1.0,4.0,0.7428151295194164,0.2571848704805836,0,0,20241204-151534
17,7477,15737909,Bates,759,France,Male,44,2,111095.58,2,1,0,100137.7,1,0,1,0,44.0,111095.58,759.0,100137.7,1.0,0.0,2.0,2.0,0.8509338975774763,0.14906610242252374,0,0,20241204-151534
18,2732,15712584,Liao,670,France,Female,33,7,0.0,2,1,1,88187.81,1,0,0,1,33.0,0.0,670.0,88187.81,1.0,1.0,2.0,7.0,0.9822127943392615,0.017787205660738596,0,0,20241204-151534
19,7377,15765093,Coates,704,France,Male,23,6,166594.78,1,1,1,155823.2,1,0,1,0,23.0,166594.78,704.0,155823.2,1.0,1.0,1.0,6.0,0.9705325299506391,0.029467470049360945,0,0,20241204-151534
20,1446,15646302,Shao,705,France,Female,24,7,100169.51,1,1,0,121408.55,1,0,0,1,24.0,100169.51,705.0,121408.55,1.0,0.0,1.0,7.0,0.8887612105126893,0.11123878948731068,0,0,20241204-151534
21,2663,15742272,Ozerova,669,France,Female,44,8,96418.09,1,0,0,131609.48,1,0,0,1,44.0,96418.09,669.0,131609.48,0.0,0.0,1.0,8.0,0.5256060035832191,0.4743939964167809,0,1,20241204-151534
22,9900,15811594,Gordon,660,Spain,Female,28,3,128929.88,1,1,1,198069.71,0,1,0,1,28.0,128929.88,660.0,198069.71,1.0,1.0,1.0,3.0,0.9362860463034857,0.06371395369651431,0,0,20241204-151534
23,526,15786063,Chin,776,France,Female,31,2,0.0,2,1,1,112349.51,1,0,0,1,31.0,0.0,776.0,112349.51,1.0,1.0,2.0,2.0,0.9821344811017643,0.017865518898235684,0,0,20241204-151534
24,7830,15625445,Parkin,572,France,Female,36,8,68348.18,2,0,1,50400.32,1,0,0,1,36.0,68348.18,572.0,50400.32,0.0,1.0,2.0,8.0,0.9640370123086663,0.035962987691333624,0,0,20241204-151534
25,5393,15710012,Bowen,738,Spain,Male,44,2,0.0,2,1,0,43018.82,0,1,1,0,44.0,0.0,738.0,43018.82,1.0,0.0,2.0,2.0,0.9071953792358186,0.09280462076418143,0,1,20241204-151534
26,661,15592937,Napolitani,632,Germany,Female,41,3,81877.38,1,1,1,33642.21,1,1,0,1,41.0,81877.38,632.0,33642.21,1.0,1.0,1.0,3.0,0.7075314342583522,0.2924685657416478,0,0,20241204-151534
27,7995,15713440,Barese,519,Germany,Female,21,1,151701.45,3,1,1,170138.68,1,1,0,1,21.0,151701.45,519.0,170138.68,1.0,1.0,3.0,1.0,0.2856969847851999,0.7143030152148001,1,1,20241204-151534
28,6367,15677324,Botts,683,Germany,Male,73,9,124730.26,1,1,1,51999.5,1,1,1,0,73.0,124730.26,683.0,51999.5,1.0,1.0,1.0,9.0,0.9365719741118304,0.06342802588816969,0,0,20241204-151534
29,2047,15733429,Chou,520,Germany,Male,34,8,120018.86,2,1,1,343.38,1,1,1,0,34.0,120018.86,520.0,343.38,1.0,1.0,2.0,8.0,0.9565414751716949,0.04345852482830515,0,0,20241204-151534
30,541,15667896,De Luca,833,France,Male,37,8,151226.18,2,1,1,136129.49,1,0,1,0,37.0,151226.18,833.0,136129.49,1.0,1.0,2.0,8.0,0.9680087151213617,0.031991284878638296,0,0,20241204-151534
31,4513,15751748,Trevisani,666,France,Male,51,2,148222.65,1,0,0,156953.54,1,0,1,0,51.0,148222.65,666.0,156953.54,0.0,0.0,1.0,2.0,0.2967738370463314,0.7032261629536686,1,1,20241204-151534
32,6024,15612139,Fu,786,France,Female,33,0,83036.05,1,0,1,154990.58,1,0,0,1,33.0,83036.05,786.0,154990.58,0.0,1.0,1.0,0.0,0.9024905336774124,0.09750946632258764,0,1,20241204-151534
33,9898,15810563,Ho,678,Spain,Female,61,8,0.0,2,1,1,159938.82,0,1,0,1,61.0,0.0,678.0,159938.82,1.0,1.0,2.0,8.0,0.921087668305268,0.078912331694732,0,0,20241204-151534
34,6477,15701412,T'ien,739,France,Male,40,4,0.0,2,0,0,173321.65,1,0,1,0,40.0,0.0,739.0,173321.65,0.0,0.0,2.0,4.0,0.9677668667911036,0.032233133208896425,0,0,20241204-151534
35,4182,15675842,Pinto,656,Spain,Male,26,4,139584.57,1,1,0,36308.93,0,1,1,0,26.0,139584.57,656.0,36308.93,1.0,0.0,1.0,4.0,0.8817075980086778,0.11829240199132218,0,0,20241204-151534
36,6788,15596074,Keating,502,France,Male,37,10,0.0,1,1,1,76642.68,1,0,1,0,37.0,0.0,502.0,76642.68,1.0,1.0,1.0,10.0,0.9115287869276575,0.08847121307234256,0,0,20241204-151534
37,2263,15586264,Murray,572,France,Male,43,2,140431.98,1,1,0,26450.57,1,0,1,0,43.0,140431.98,572.0,26450.57,1.0,0.0,1.0,2.0,0.556529041082136,0.44347095891786403,0,1,20241204-151534
38,355,15625461,Amos,613,France,Female,45,1,187841.99,2,1,1,147224.27,1,0,0,1,45.0,187841.99,613.0,147224.27,1.0,1.0,2.0,1.0,0.8674975478036069,0.13250245219639317,0,0,20241204-151534
39,5694,15752694,Taylor,653,France,Female,32,4,83772.95,1,0,1,23920.65,1,0,0,1,32.0,83772.95,653.0,23920.65,0.0,1.0,1.0,4.0,0.9446004709178196,0.05539952908218038,0,0,20241204-151534
40,4886,15654408,Kharitonova,562,Spain,Male,41,5,165445.04,2,1,0,85787.31,0,1,1,0,41.0,165445.04,562.0,85787.31,1.0,0.0,2.0,5.0,0.8843838020846897,0.11561619791531028,0,0,20241204-151534
41,9508,15728885,Defalco,808,France,Male,41,0,0.0,1,1,1,79888.78,1,0,1,0,41.0,0.0,808.0,79888.78,1.0,1.0,1.0,0.0,0.86253163154283,0.13746836845717006,0,0,20241204-151534
42,734,15744607,Martin,738,Germany,Male,43,9,121152.05,2,1,0,64166.7,1,1,1,0,43.0,121152.05,738.0,64166.7,1.0,0.0,2.0,9.0,0.7764192495674296,0.2235807504325704,0,1,20241204-151534
43,3817,15602554,Vorobyova,664,France,Female,31,9,114519.57,2,0,1,79222.02,1,0,0,1,31.0,114519.57,664.0,79222.02,0.0,1.0,2.0,9.0,0.9471033183529517,0.05289668164704831,0,0,20241204-151534
44,4681,15729582,Fu,676,Germany,Male,48,3,80697.44,1,0,0,101397.86,1,1,1,0,48.0,80697.44,676.0,101397.86,0.0,0.0,1.0,3.0,0.34678149388718904,0.653218506112811,1,0,20241204-151534
45,4226,15671804,Wilding,648,Spain,Male,36,8,146943.38,2,1,1,130041.45,0,1,1,0,36.0,146943.38,648.0,130041.45,1.0,1.0,2.0,8.0,0.9693848294321785,0.030615170567821474,0,0,20241204-151534
46,3811,15746802,Onio,477,France,Female,30,6,131286.46,1,1,0,194144.45,1,0,0,1,30.0,131286.46,477.0,194144.45,1.0,0.0,1.0,6.0,0.9256501112168972,0.07434988878310281,0,0,20241204-151534
47,6720,15776629,Christie,650,France,Female,39,4,0.0,2,0,0,186275.7,1,0,0,1,39.0,0.0,650.0,186275.7,0.0,0.0,2.0,4.0,0.9516737014715645,0.04832629852843548,0,0,20241204-151534
48,186,15654506,Chang,514,France,Male,32,8,0.0,2,1,0,95857.18,1,0,1,0,32.0,0.0,514.0,95857.18,1.0,0.0,2.0,8.0,0.9824806936301878,0.017519306369812283,0,0,20241204-151534
49,4187,15702175,Herrin,755,France,Female,29,4,148654.84,2,1,1,28805.09,1,0,0,1,29.0,148654.84,755.0,28805.09,1.0,1.0,2.0,4.0,0.9515753099357916,0.048424690064208305,0,0,20241204-151534
50,2374,15671789,Woods,616,France,Male,31,3,94263.91,2,1,0,168895.06,1,0,1,0,31.0,94263.91,616.0,168895.06,1.0,0.0,2.0,3.0,0.969221605485856,0.030778394514144033,0,0,20241204-151534
51,3112,15657163,Cockrum,623,Germany,Male,42,1,149332.48,2,1,0,100834.22,1,1,1,0,42.0,149332.48,623.0,100834.22,1.0,0.0,2.0,1.0,0.80201842623996,0.19798157376004,0,0,20241204-151534
52,3502,15802060,Ch'ang,646,Germany,Female,30,10,100548.67,2,0,0,136983.77,1,1,0,1,30.0,100548.67,646.0,136983.77,0.0,0.0,2.0,10.0,0.9319124057425997,0.06808759425740032,0,0,20241204-151534
53,2633,15716000,Hs?eh,638,Spain,Male,48,2,0.0,2,1,1,7919.08,0,1,1,0,48.0,0.0,638.0,7919.08,1.0,1.0,2.0,2.0,0.9550669235512239,0.04493307644877614,0,0,20241204-151534
54,7347,15720644,Martin,789,France,Male,27,6,0.0,2,1,0,103603.65,1,0,1,0,27.0,0.0,789.0,103603.65,1.0,0.0,2.0,6.0,0.9847874196811038,0.015212580318896158,0,0,20241204-151534
55,2543,15791102,Mai,549,Germany,Male,41,9,95020.8,3,1,1,131710.59,1,1,1,0,41.0,95020.8,549.0,131710.59,1.0,1.0,3.0,9.0,0.1428708803302592,0.8571291196697408,1,1,20241204-151534
56,3968,15786643,Tsao,602,France,Male,32,10,0.0,2,1,1,116052.92,1,0,1,0,32.0,0.0,602.0,116052.92,1.0,1.0,2.0,10.0,0.9907269177676741,0.009273082232325935,0,0,20241204-151534
57,1429,15794560,Maclean,550,France,Male,57,5,0.0,1,1,1,133501.94,1,0,1,0,57.0,0.0,550.0,133501.94,1.0,1.0,1.0,5.0,0.6117782123340944,0.38822178766590565,0,0,20241204-151534
58,3499,15694253,Palerma,686,France,Female,41,7,152105.57,2,0,1,132374.41,1,0,0,1,41.0,152105.57,686.0,132374.41,0.0,1.0,2.0,7.0,0.9193223691163848,0.08067763088361518,0,0,20241204-151534
59,5956,15649024,Trujillo,748,France,Female,39,9,132865.56,1,1,1,59636.43,1,0,0,1,39.0,132865.56,748.0,59636.43,1.0,1.0,1.0,9.0,0.8803450407602957,0.11965495923970426,0,1,20241204-151534
60,4666,15656293,Davey,786,France,Male,35,3,0.0,2,1,0,92712.97,1,0,1,0,35.0,0.0,786.0,92712.97,1.0,0.0,2.0,3.0,0.9759972554952187,0.024002744504781303,0,0,20241204-151534
61,1139,15698510,Onwudiwe,468,Germany,Male,42,9,181627.14,2,1,0,172668.39,1,1,1,0,42.0,181627.14,468.0,172668.39,1.0,0.0,2.0,9.0,0.9246897813663153,0.0753102186336847,0,0,20241204-151534
62,542,15626578,Milne,622,France,Male,26,9,0.0,2,1,1,153237.59,1,0,1,0,26.0,0.0,622.0,153237.59,1.0,1.0,2.0,9.0,0.9898151422041872,0.0101848577958128,0,0,20241204-151534
63,5030,15651272,Reyes,709,France,Male,38,5,0.0,2,1,1,81452.29,1,0,1,0,38.0,0.0,709.0,81452.29,1.0,1.0,2.0,5.0,0.9840334397745532,0.01596656022544685,0,0,20241204-151534
64,8682,15746338,Onyekachukwu,565,France,Female,40,2,0.0,2,1,1,129956.13,1,0,0,1,40.0,0.0,565.0,129956.13,1.0,1.0,2.0,2.0,0.9634687465682238,0.03653125343177626,0,0,20241204-151534
65,8032,15595874,Gorbunova,666,Spain,Female,36,6,0.0,2,1,0,176692.87,0,1,0,1,36.0,0.0,666.0,176692.87,1.0,0.0,2.0,6.0,0.9635090087204398,0.036490991279560195,0,0,20241204-151534
66,5544,15585777,Pai,710,France,Male,38,3,130588.82,1,1,1,154997.64,1,0,1,0,38.0,130588.82,710.0,154997.64,1.0,1.0,1.0,3.0,0.9456513166357898,0.05434868336421012,0,0,20241204-151534
67,6816,15795571,Patterson,606,Spain,Male,36,0,94153.56,1,0,1,120138.27,0,1,1,0,36.0,94153.56,606.0,120138.27,0.0,1.0,1.0,0.0,0.9046144074852658,0.09538559251473423,0,0,20241204-151534
68,8987,15607990,Gallo,760,Spain,Male,43,6,175735.5,1,1,1,157337.29,0,1,1,0,43.0,175735.5,760.0,157337.29,1.0,1.0,1.0,6.0,0.8224704120477727,0.17752958795222726,0,0,20241204-151534
69,4558,15624866,Brewer,658,Germany,Male,37,3,168735.74,2,0,0,70370.24,1,1,1,0,37.0,168735.74,658.0,70370.24,0.0,0.0,2.0,3.0,0.9126386051677314,0.0873613948322686,0,0,20241204-151534
70,8817,15800806,Pai,685,Spain,Male,31,7,122449.31,2,1,1,180769.55,0,1,1,0,31.0,122449.31,685.0,180769.55,1.0,1.0,2.0,7.0,0.9722205329511238,0.027779467048876193,0,0,20241204-151534
71,6254,15675337,Forbes,395,Germany,Female,34,5,106011.59,1,1,1,17376.57,1,1,0,1,34.0,106011.59,395.0,17376.57,1.0,1.0,1.0,5.0,0.38863712980399334,0.6113628701960067,1,1,20241204-151534
72,8113,15623966,Yermakov,578,France,Female,35,2,0.0,2,0,1,26389.92,1,0,0,1,35.0,0.0,578.0,26389.92,0.0,1.0,2.0,2.0,0.9785410243147457,0.021458975685254306,0,0,20241204-151534
73,6881,15724453,Fan,570,France,Male,23,2,0.0,1,0,0,198830.98,1,0,1,0,23.0,0.0,570.0,198830.98,0.0,0.0,1.0,2.0,0.7461905275758471,0.25380947242415286,0,0,20241204-151534
74,5609,15605113,Sutherland,518,France,Female,27,1,133801.49,1,1,1,143315.57,1,0,0,1,27.0,133801.49,518.0,143315.57,1.0,1.0,1.0,1.0,0.928192546951827,0.07180745304817301,0,0,20241204-151534
75,7179,15678210,Robson,684,France,Male,38,5,105069.98,2,1,1,198355.28,1,0,1,0,38.0,105069.98,684.0,198355.28,1.0,1.0,2.0,5.0,0.9646706195752446,0.035329380424755405,0,0,20241204-151534
76,4627,15622321,Golubova,506,France,Female,32,3,0.0,1,1,1,80823.02,1,0,0,1,32.0,0.0,506.0,80823.02,1.0,1.0,1.0,3.0,0.8822586073660892,0.1177413926339108,0,0,20241204-151534
77,3038,15741094,Sagese,693,France,Male,21,1,0.0,2,1,1,3494.02,1,0,1,0,21.0,0.0,693.0,3494.02,1.0,1.0,2.0,1.0,0.9909098136685094,0.009090186331490573,0,0,20241204-151534
78,4787,15749799,Pisani,577,France,Female,34,2,0.0,2,1,1,84033.35,1,0,0,1,34.0,0.0,577.0,84033.35,1.0,1.0,2.0,2.0,0.9815436377128213,0.018456362287178778,0,0,20241204-151534
79,7671,15711759,Wilkins,576,France,Female,29,5,108541.04,1,1,1,126469.09,1,0,0,1,29.0,108541.04,576.0,126469.09,1.0,1.0,1.0,5.0,0.9386548641878963,0.061345135812103636,0,0,20241204-151534
80,4661,15724632,Madukaego,537,France,Female,41,0,0.0,2,0,1,175262.49,1,0,0,1,41.0,0.0,537.0,175262.49,0.0,1.0,2.0,0.0,0.928089569905062,0.07191043009493804,0,0,20241204-151534
81,9687,15708362,Watson,793,France,Male,63,4,103729.79,2,1,1,80272.06,1,0,1,0,63.0,103729.79,793.0,80272.06,1.0,1.0,2.0,4.0,0.8487996531196286,0.15120034688037143,0,0,20241204-151534
82,1081,15589195,Bluett,766,Germany,Female,38,7,130933.74,1,0,1,2035.94,1,1,0,1,38.0,130933.74,766.0,2035.94,0.0,1.0,1.0,7.0,0.7996279292705686,0.20037207072943147,0,0,20241204-151534
83,7109,15594812,Campbell,806,Spain,Female,37,2,137794.18,2,0,1,75232.02,0,1,0,1,37.0,137794.18,806.0,75232.02,0.0,1.0,2.0,2.0,0.9498889753114067,0.050111024688593325,0,0,20241204-151534
84,5290,15741195,Okechukwu,613,Spain,Male,19,5,0.0,1,1,1,176903.35,0,1,1,0,19.0,0.0,613.0,176903.35,1.0,1.0,1.0,5.0,0.8724310148253862,0.1275689851746138,0,0,20241204-151534
85,4648,15581733,Bates,781,France,Female,28,4,0.0,2,1,0,177703.15,1,0,0,1,28.0,0.0,781.0,177703.15,1.0,0.0,2.0,4.0,0.9769304026888139,0.0230695973111861,0,0,20241204-151534
86,7602,15693382,Muir,828,France,Male,31,9,0.0,1,0,1,164257.37,1,0,1,0,31.0,0.0,828.0,164257.37,0.0,1.0,1.0,9.0,0.920276821723057,0.07972317827694292,0,0,20241204-151534
87,5207,15632826,Tardent,493,France,Male,38,3,134006.77,1,1,0,89578.32,1,0,1,0,38.0,134006.77,493.0,89578.32,1.0,0.0,1.0,3.0,0.8683470595853602,0.13165294041463982,0,0,20241204-151534
88,1778,15701946,Ndubueze,715,France,Male,34,4,124314.45,1,0,0,97782.92,1,0,1,0,34.0,124314.45,715.0,97782.92,0.0,0.0,1.0,4.0,0.9308651307087609,0.0691348692912391,0,0,20241204-151534
89,9818,15812611,Lorimer,690,Spain,Female,30,5,0.0,2,0,1,78700.03,0,1,0,1,30.0,0.0,690.0,78700.03,0.0,1.0,2.0,5.0,0.9802573474528864,0.019742652547113597,0,0,20241204-151534
90,7356,15623072,Shaw,529,Spain,Female,35,5,0.0,2,1,0,56518.0,0,1,0,1,35.0,0.0,529.0,56518.0,1.0,0.0,2.0,5.0,0.9561673071088607,0.043832692891139356,0,0,20241204-151534
91,3353,15767414,Calabresi,591,France,Male,40,2,99886.42,2,1,1,88695.19,1,0,1,0,40.0,99886.42,591.0,88695.19,1.0,1.0,2.0,2.0,0.9462919980376701,0.05370800196232991,0,0,20241204-151534
92,1545,15618926,Nwachukwu,520,Spain,Male,43,7,0.0,2,1,1,36202.74,0,1,1,0,43.0,0.0,520.0,36202.74,1.0,1.0,2.0,7.0,0.9670920426729859,0.03290795732701413,0,0,20241204-151534
93,2867,15631848,Grover,727,France,Female,26,9,121508.28,1,1,1,146785.44,1,0,0,1,26.0,121508.28,727.0,146785.44,1.0,1.0,1.0,9.0,0.9416750991565797,0.058324900843420395,0,0,20241204-151534
94,9471,15694859,McLean,751,Germany,Female,28,10,132932.14,2,1,1,46630.47,1,1,0,1,28.0,132932.14,751.0,46630.47,1.0,1.0,2.0,10.0,0.9208697315039367,0.07913026849606335,0,0,20241204-151534
95,2812,15699550,Babbage,695,Spain,Female,34,9,0.0,2,1,1,67502.12,0,1,0,1,34.0,0.0,695.0,67502.12,1.0,1.0,2.0,9.0,0.9757906658640442,0.02420933413595583,0,0,20241204-151534
96,3690,15790829,Gibson,703,France,Female,45,5,0.0,2,1,0,131906.44,1,0,0,1,45.0,0.0,703.0,131906.44,1.0,0.0,2.0,5.0,0.9049672240927472,0.09503277590725279,0,0,20241204-151534
97,2101,15804814,Ts'ui,759,France,Male,40,4,0.0,2,1,0,124615.59,1,0,1,0,40.0,0.0,759.0,124615.59,1.0,0.0,2.0,4.0,0.9722338758142105,0.02776612418578949,0,0,20241204-151534
98,8421,15743076,Pai,669,Spain,Male,29,9,0.0,1,1,1,93901.61,0,1,1,0,29.0,0.0,669.0,93901.61,1.0,1.0,1.0,9.0,0.9162505706712863,0.0837494293287137,0,0,20241204-151534
99,1046,15785980,Williford,588,Spain,Male,34,6,121132.26,2,1,0,86460.28,0,1,1,0,34.0,121132.26,588.0,86460.28,1.0,0.0,2.0,6.0,0.9528058007407302,0.04719419925926984,0,0,20241204-151534
100,7981,15627517,Taylor,497,Spain,Male,27,7,149400.27,1,0,0,167522.19,0,1,1,0,27.0,149400.27,497.0,167522.19,0.0,0.0,1.0,7.0,0.9283802695187667,0.07161973048123324,0,0,20241204-151534
101,9846,15664035,Parsons,590,Spain,Female,38,9,0.0,2,1,1,148750.16,0,1,0,1,38.0,0.0,590.0,148750.16,1.0,1.0,2.0,9.0,0.9679893872775123,0.03201061272248774,0,0,20241204-151534
102,7201,15593959,Travis,524,France,Male,28,1,93577.3,1,1,1,51670.82,1,0,1,0,28.0,93577.3,524.0,51670.82,1.0,1.0,1.0,1.0,0.9467846752466383,0.053215324753361645,0,0,20241204-151534
103,813,15578980,Piazza,516,Spain,Female,33,3,0.0,2,1,1,58685.59,0,1,0,1,33.0,0.0,516.0,58685.59,1.0,1.0,2.0,3.0,0.9741497888471202,0.025850211152879755,0,0,20241204-151534
104,2765,15597265,Mao,660,France,Male,38,7,0.0,2,0,1,146585.53,1,0,1,0,38.0,0.0,660.0,146585.53,0.0,1.0,2.0,7.0,0.9827465802568508,0.017253419743149156,0,0,20241204-151534
105,1952,15589793,Onwuamaeze,604,France,Male,53,8,144453.75,1,1,0,190998.96,1,0,1,0,53.0,144453.75,604.0,190998.96,1.0,0.0,1.0,8.0,0.20499740365041785,0.7950025963495821,1,1,20241204-151534
106,9733,15622192,Young,724,Spain,Male,39,3,0.0,2,0,1,95562.81,0,1,1,0,39.0,0.0,724.0,95562.81,0.0,1.0,2.0,3.0,0.9806834296663857,0.019316570333614374,0,0,20241204-151534
107,6395,15602845,Udinesi,466,Germany,Male,41,2,152102.18,2,1,0,181879.56,1,1,1,0,41.0,152102.18,466.0,181879.56,1.0,0.0,2.0,2.0,0.8790951973444348,0.12090480265556519,0,0,20241204-151534
108,4604,15671172,Swain,623,France,Male,23,1,106012.2,2,0,1,191415.94,1,0,1,0,23.0,106012.2,623.0,191415.94,0.0,1.0,2.0,1.0,0.9650127986957551,0.034987201304244944,0,0,20241204-151534
109,4450,15569364,Victor,666,France,Male,36,3,0.0,2,1,0,35156.54,1,0,1,0,36.0,0.0,666.0,35156.54,1.0,0.0,2.0,3.0,0.972772069436634,0.027227930563366042,0,0,20241204-151534
110,3838,15662533,Porter,598,Spain,Female,23,6,0.0,2,1,0,153229.19,0,1,0,1,23.0,0.0,598.0,153229.19,1.0,0.0,2.0,6.0,0.9714745768079771,0.028525423192022933,0,0,20241204-151534
111,2551,15784301,Wang,850,France,Male,42,0,0.0,2,1,0,44165.84,1,0,1,0,42.0,0.0,850.0,44165.84,1.0,0.0,2.0,0.0,0.9382611410880226,0.061738858911977335,0,0,20241204-151534
112,5520,15785559,De Luca,678,France,Male,43,1,133237.21,1,1,0,111032.79,1,0,1,0,43.0,133237.21,678.0,111032.79,1.0,0.0,1.0,1.0,0.6360073778414332,0.36399262215856676,0,1,20241204-151534
113,8494,15727619,Lock,753,Germany,Female,46,9,113909.69,3,1,0,92320.37,1,1,0,1,46.0,113909.69,753.0,92320.37,1.0,0.0,3.0,9.0,0.01754722028847122,0.9824527797115288,1,1,20241204-151534
114,4992,15701175,Bruno,493,France,Female,33,8,90791.69,1,1,1,59659.53,1,0,0,1,33.0,90791.69,493.0,59659.53,1.0,1.0,1.0,8.0,0.9236148722981333,0.07638512770186666,0,0,20241204-151534
115,7677,15722535,Ireland,457,France,Female,33,7,127837.54,1,0,1,60013.17,1,0,0,1,33.0,127837.54,457.0,60013.17,0.0,1.0,1.0,7.0,0.9221624376793353,0.07783756232066473,0,0,20241204-151534
116,7695,15807335,Spencer,676,Spain,Female,64,4,116954.32,1,1,1,91149.48,0,1,0,1,64.0,116954.32,676.0,91149.48,1.0,1.0,1.0,4.0,0.8439771778650853,0.1560228221349147,0,0,20241204-151534
117,8857,15759733,McMillan,774,France,Female,26,5,0.0,2,1,1,64716.08,1,0,0,1,26.0,0.0,774.0,64716.08,1.0,1.0,2.0,5.0,0.9783150597502319,0.021684940249768067,0,0,20241204-151534
118,152,15759618,Alexeeva,535,France,Female,48,9,0.0,1,1,0,149892.79,1,0,0,1,48.0,0.0,535.0,149892.79,1.0,0.0,1.0,9.0,0.18977005677512693,0.8102299432248731,1,1,20241204-151534
119,1785,15607691,Gibson,658,France,Male,36,8,174060.46,1,1,1,94925.62,1,0,1,0,36.0,174060.46,658.0,94925.62,1.0,1.0,1.0,8.0,0.9336858884902113,0.06631411150978876,0,0,20241204-151534
120,1501,15590146,Mao,630,France,Male,50,1,81947.76,1,0,1,63606.22,1,0,1,0,50.0,81947.76,630.0,63606.22,0.0,1.0,1.0,1.0,0.5615689435176543,0.43843105648234576,0,1,20241204-151534
