"ACQUIRER_COUNTRY","ACQUIRER_CURRENCY","ACQUIRER_POST_DATE","ACTUAL_COMM_FEE","ACTUAL_TRAN_FEE",AMOUNT01,AMOUNT02,AMOUNT03,AMOUNT04,AMOUNT05,"APPROVE_CODE","AT_BRANCH","AVAIL_BAL","CARD_BANK","CARD_BRANCH","CARD_CITY","CARD_RETAIN_FLAG","CARD_TYPE","DATE_KEY","FOR_BRANCH","FROM_CHANNEL","FROM_SYSTEM","Fraud_Flag","Incident_Region","Incident_Town","LEDGER_BAL",Latitude,Longitude,"MESSAGE_TYPE","ORFT_ACCT_OWNER","ORFT_CARD_OWNER","ORFT_TERM_OWNER","PROCESS_DATE","PROCESS_TIME",PostCode,"PostCode_2","REQUEST_AMT",StreetName,"TELLER_ID","TELLER_NO","TERMINAL_ID","TERM_BANK","TERM_BRANCH","TERM_CITY","TERM_TYPE","THF_PROCESS_MODE","TLF_ACQUIRER_TRACE","TNX_ID","TRAN_SEQNO","TRAN_TIME","Transaction Date","Transaction Hour","UP_COUNTRY_FLAG","_raw","_time","customer_name",eventtype,"extracted_linecount",host,index,linecount,postcode,punct,source,sourcetype,"splunk_server","splunk_server_group",timestamp,"tnx_time"
764,764,"02-Dec-13",0,0,7000,"6888.09","6888.09","8.38",0,0,700,"6888.09",25,142,0,0,73,"02/12/2013",142,EATM,EBS,1,"Greater London","Camden Town","6888.09","51.5296392","-0.1239574",210,0,0,0,"02-Dec-13",102721,"NW1 2ST",2ST,7000,"31 Euston Road",Z,1051,S1A1051R,25,700,10,30,0,965689,180693,340,102720,"02/12/2013",10,0,"180693,764,764,02-Dec-13,0,0,7000,6888.09,6888.09,8.38,0,0,700,6888.09,25,142,0,0,73,02/12/2013,142,EATM,EBS,Greater London,Camden Town,6888.09,51.5296392,-0.1239574,210,0,0,0,02-Dec-13,102721,NW1 2ST,2ST,7000,31 Euston Road,Z,1051,S1A1051R,25,700,10,30,0,965689,340,102720,02/12/2013,10,0,2013-12-02 10:27:21,Account Holder 24492,1,NW1,1","2019-06-22T10:23:17.000+0000","Account Holder 24492",,1,"ch-od-38-atm-monitoring","atm_fraud",1,NW1,",,,--,,,,.,.,.,,,,.,,,,,,//,,,,_,_,.,.,-.,,,,,--,,","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-02 10:27:21"
764,764,"02-Dec-13",0,0,0,"8730.59","8730.59","27.21",0,0,700,"8730.59",25,777,0,0,72,"02/12/2013",777,EATM,EBS,1,"Greater London","Camden Town","8730.59","51.5296392","-0.1239574",110,0,0,0,"02-Dec-13",102605,"NW1 2ST",2ST,0,"31 Euston Road",Z,1051,S1A1051R,25,700,10,30,0,965188,180729,336,102605,"02/12/2013",10,0,"180729,764,764,02-Dec-13,0,0,0,8730.59,8730.59,27.21,0,0,700,8730.59,25,777,0,0,72,02/12/2013,777,EATM,EBS,Greater London,Camden Town,8730.59,51.5296392,-0.1239574,110,0,0,0,02-Dec-13,102605,NW1 2ST,2ST,0,31 Euston Road,Z,1051,S1A1051R,25,700,10,30,0,965188,336,102605,02/12/2013,10,0,2013-12-02 10:26:05,Account Holder 49085,1,NW1,1","2019-06-22T10:23:17.000+0000","Account Holder 49085",,1,"ch-od-38-atm-monitoring","atm_fraud",1,NW1,",,,--,,,,.,.,.,,,,.,,,,,,//,,,,_,_,.,.,-.,,,,,--,,","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-02 10:26:05"
764,764,"02-Dec-13",0,0,500,0,0,"609.91","609.91",596999,700,0,25,594,0,0,55,"02/12/2013",594,EATM,EBS,1,"Greater London","Camden Town",0,"51.5296392","-0.1239574",210,0,0,1,"02-Dec-13",75425,"NW1 2ST",2ST,500,"31 Euston Road",Z,1051,S1A1051R,25,700,10,30,0,911079,185746,100,75425,"02/12/2013",7,0,"185746,764,764,02-Dec-13,0,0,500,0,0,609.91,609.91,596999,700,0,25,594,0,0,55,02/12/2013,594,EATM,EBS,Greater London,Camden Town,0,51.5296392,-0.1239574,210,0,0,1,02-Dec-13,75425,NW1 2ST,2ST,500,31 Euston Road,Z,1051,S1A1051R,25,700,10,30,0,911079,100,75425,02/12/2013,7,0,2013-12-02 07:54:25,Account Holder 8663,1,NW1,1","2019-06-22T10:23:17.000+0000","Account Holder 8663",,1,"ch-od-38-atm-monitoring","atm_fraud",1,NW1,",,,--,,,,,,.,.,,,,,,,,,//,,,,_,_,,.,-.,,,,,--,,_,,","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-02 07:54:25"
764,764,"01-Dec-13",0,0,0,"127959.01","127959.01","280.91",0,0,700,"127959.01",25,700,0,0,,"01/12/2013",700,EATM,EBS,1,"Greater London","Camden Town","127959.01","51.5296392","-0.1239574",110,0,0,0,"01-Dec-13",142135,"NW1 2ST",2ST,0,"31 Euston Road",Z,1051,S1A1051R,25,700,10,30,0,722553,203007,8867,142135,"01/12/2013",14,0,"203007,764,764,01-Dec-13,0,0,0,127959.01,127959.01,280.91,0,0,700,127959.01,25,700,0,0,,01/12/2013,700,EATM,EBS,Greater London,Camden Town,127959.01,51.5296392,-0.1239574,110,0,0,0,01-Dec-13,142135,NW1 2ST,2ST,0,31 Euston Road,Z,1051,S1A1051R,25,700,10,30,0,722553,8867,142135,01/12/2013,14,0,2013-12-01 14:21:35,,1,NW1,1","2019-06-22T10:23:17.000+0000",,,1,"ch-od-38-atm-monitoring","atm_fraud",1,NW1,",,,--,,,,.,.,.,,,,.,,,,,,//,,,,_,_,.,.,-.,,,,,--,,","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-01 14:21:35"
764,764,"11-Dec-13",20,10,10000,0,0,"-593561.7","-593561.7",0,700,0,25,700,13,2,,"11/12/2013",700,EATM,EBS,1,"Greater London",Lambeth,0,"51.4387177","-0.1263901",210,0,0,0,"11-Dec-13",151547,"SW2 4UE",4UE,10000,"103 Streatham Hill, Streatham",Z,1445,S1A1445R,25,700,10,30,0,906555,11388,4584,151546,"11/12/2013",15,1,"11388,764,764,11-Dec-13,20,10,10000,0,0,-593561.7,-593561.7,0,700,0,25,700,13,2,,11/12/2013,700,EATM,EBS,Greater London,Lambeth,0,51.4387177,-0.1263901,210,0,0,0,11-Dec-13,151547,SW2 4UE,4UE,10000,""103 Streatham Hill, Streatham"",Z,1445,S1A1445R,25,700,10,30,0,906555,4584,151546,11/12/2013,15,1,2013-12-11 15:15:47,,1,SW2,1","2019-06-22T10:23:17.000+0000",,,1,"ch-od-38-atm-monitoring","atm_fraud",1,SW2,",,,--,,,,,,-.,-.,,,,,,,,,//,,,,_,,,.,-.,,,,,--,,_,","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-11 15:15:47"
764,764,"05-Dec-13",20,10,0,"239.54","239.54","47.18",0,0,700,"239.54",25,700,42,0,,"05/12/2013",700,EATM,EBS,1,"Greater London",Lambeth,"239.54","51.4387177","-0.1263901",110,0,0,0,"05-Dec-13",183825,"SW2 4UE",4UE,0,"103 Streatham Hill, Streatham",Z,1445,S1A1445R,25,700,10,30,0,311605,58514,2503,183825,"05/12/2013",18,1,"58514,764,764,05-Dec-13,20,10,0,239.54,239.54,47.18,0,0,700,239.54,25,700,42,0,,05/12/2013,700,EATM,EBS,Greater London,Lambeth,239.54,51.4387177,-0.1263901,110,0,0,0,05-Dec-13,183825,SW2 4UE,4UE,0,""103 Streatham Hill, Streatham"",Z,1445,S1A1445R,25,700,10,30,0,311605,2503,183825,05/12/2013,18,1,2013-12-05 18:38:25,,1,SW2,1","2019-06-22T10:23:17.000+0000",,,1,"ch-od-38-atm-monitoring","atm_fraud",1,SW2,",,,--,,,,.,.,.,,,,.,,,,,,//,,,,_,,.,.,-.,,,,,--,,_","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-05 18:38:25"
764,764,"02-Dec-13",0,0,2200,"233.5","233.5","0.58",0,0,700,"233.5",25,11,0,0,55,"02/12/2013",11,EATM,EBS,1,"Greater London",Lambeth,"233.5","51.4387177","-0.1263901",210,0,0,0,"02-Dec-13",191024,"SW2 4UE",4UE,2200,"103 Streatham Hill, Streatham",Z,1445,S1A1445R,25,700,10,30,0,231454,149711,844,191024,"02/12/2013",19,0,"149711,764,764,02-Dec-13,0,0,2200,233.5,233.5,0.58,0,0,700,233.5,25,11,0,0,55,02/12/2013,11,EATM,EBS,Greater London,Lambeth,233.5,51.4387177,-0.1263901,210,0,0,0,02-Dec-13,191024,SW2 4UE,4UE,2200,""103 Streatham Hill, Streatham"",Z,1445,S1A1445R,25,700,10,30,0,231454,844,191024,02/12/2013,19,0,2013-12-02 19:10:24,Account Holder 14153,1,SW2,1","2019-06-22T10:23:17.000+0000","Account Holder 14153",,1,"ch-od-38-atm-monitoring","atm_fraud",1,SW2,",,,--,,,,.,.,.,,,,.,,,,,,//,,,,_,,.,.,-.,,,,,--,,_","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-02 19:10:24"
764,764,"02-Dec-13",20,10,0,"72.32","72.32","0.63",0,0,700,"72.32",25,700,6,0,,"02/12/2013",700,EATM,EBS,1,"Greater London",Lambeth,"72.32","51.4387177","-0.1263901",110,0,0,0,"02-Dec-13",93915,"SW2 4UE",4UE,0,"103 Streatham Hill, Streatham",Z,1445,S1A1445R,25,700,10,30,0,948048,182228,624,93914,"02/12/2013",9,1,"182228,764,764,02-Dec-13,20,10,0,72.32,72.32,0.63,0,0,700,72.32,25,700,6,0,,02/12/2013,700,EATM,EBS,Greater London,Lambeth,72.32,51.4387177,-0.1263901,110,0,0,0,02-Dec-13,93915,SW2 4UE,4UE,0,""103 Streatham Hill, Streatham"",Z,1445,S1A1445R,25,700,10,30,0,948048,624,93914,02/12/2013,9,1,2013-12-02 09:39:15,,1,SW2,1","2019-06-22T10:23:17.000+0000",,,1,"ch-od-38-atm-monitoring","atm_fraud",1,SW2,",,,--,,,,.,.,.,,,,.,,,,,,//,,,,_,,.,.,-.,,,,,--,,_","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-02 09:39:15"
764,764,"02-Dec-13",20,10,0,"88.75","88.75","0.31",0,0,700,"88.75",25,700,47,0,,"02/12/2013",700,EATM,EBS,1,"Greater London",Lambeth,"88.75","51.4387177","-0.1263901",110,0,0,0,"02-Dec-13",85144,"SW2 4UE",4UE,0,"103 Streatham Hill, Streatham",Z,1445,S1A1445R,25,700,10,30,0,930883,183868,610,85144,"02/12/2013",8,1,"183868,764,764,02-Dec-13,20,10,0,88.75,88.75,0.31,0,0,700,88.75,25,700,47,0,,02/12/2013,700,EATM,EBS,Greater London,Lambeth,88.75,51.4387177,-0.1263901,110,0,0,0,02-Dec-13,85144,SW2 4UE,4UE,0,""103 Streatham Hill, Streatham"",Z,1445,S1A1445R,25,700,10,30,0,930883,610,85144,02/12/2013,8,1,2013-12-02 08:51:44,,1,SW2,1","2019-06-22T10:23:17.000+0000",,,1,"ch-od-38-atm-monitoring","atm_fraud",1,SW2,",,,--,,,,.,.,.,,,,.,,,,,,//,,,,_,,.,.,-.,,,,,--,,_","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-02 08:51:44"
764,764,"01-Dec-13",0,0,2000,"27027.12","26977.12","50.34",0,0,700,"26977.12",25,700,0,0,,"01/12/2013",700,EATM,EBS,1,"Greater London",Lambeth,"27027.12","51.4387177","-0.1263901",210,0,0,0,"01-Dec-13",3719,"SW2 4UE",4UE,2000,"103 Streatham Hill, Streatham",Z,1445,S1A1445R,25,700,10,30,1,575498,213486,477,3719,"01/12/2013",0,0,"213486,764,764,01-Dec-13,0,0,2000,27027.12,26977.12,50.34,0,0,700,26977.12,25,700,0,0,,01/12/2013,700,EATM,EBS,Greater London,Lambeth,27027.12,51.4387177,-0.1263901,210,0,0,0,01-Dec-13,3719,SW2 4UE,4UE,2000,""103 Streatham Hill, Streatham"",Z,1445,S1A1445R,25,700,10,30,1,575498,477,3719,01/12/2013,0,0,2013-12-01 00:37:19,,1,SW2,1","2019-06-22T10:23:17.000+0000",,,1,"ch-od-38-atm-monitoring","atm_fraud",1,SW2,",,,--,,,,.,.,.,,,,.,,,,,,//,,,,_,,.,.,-.,,,,,--,,_","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-01 00:37:19"
764,764,"11-Dec-13",0,0,22000,0,0,0,0,0,700,0,83,1,0,0,,"11/12/2013",1,EATM,EBS,1,"Greater London",Hammersmith,0,"51.492896","-0.2290796",210,0,0,0,"11-Dec-13",132408,"W6 0QF",0QF,22000,"21 Kings Mall, King Street, Hammersmith",Z,1444,S1A1444R,25,700,10,30,0,923158,15088,8386,132408,"11/12/2013",13,0,"15088,764,764,11-Dec-13,0,0,22000,0,0,0,0,0,700,0,83,1,0,0,,11/12/2013,1,EATM,EBS,Greater London,Hammersmith,0,51.492896,-0.2290796,210,0,0,0,11-Dec-13,132408,W6 0QF,0QF,22000,""21 Kings Mall, King Street, Hammersmith"",Z,1444,S1A1444R,25,700,10,30,0,923158,8386,132408,11/12/2013,13,0,2013-12-11 13:24:08,,1,W6,1","2019-06-22T10:23:17.000+0000",,,1,"ch-od-38-atm-monitoring","atm_fraud",1,W6,",,,--,,,,,,,,,,,,,,,,//,,,,_,,,.,-.,,,,,--,,_,,,""_","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-11 13:24:08"
764,764,"11-Dec-13",0,0,100,"435.29","435.29","3.51",0,0,700,"435.29",25,700,0,0,,"11/12/2013",700,EATM,EBS,1,"Greater London",Hammersmith,"435.29","51.492896","-0.2290796",210,0,0,0,"11-Dec-13",131847,"W6 0QF",0QF,100,"21 Kings Mall, King Street, Hammersmith",Z,1444,S1A1444R,25,700,10,30,0,868562,15287,8382,131846,"11/12/2013",13,0,"15287,764,764,11-Dec-13,0,0,100,435.29,435.29,3.51,0,0,700,435.29,25,700,0,0,,11/12/2013,700,EATM,EBS,Greater London,Hammersmith,435.29,51.492896,-0.2290796,210,0,0,0,11-Dec-13,131847,W6 0QF,0QF,100,""21 Kings Mall, King Street, Hammersmith"",Z,1444,S1A1444R,25,700,10,30,0,868562,8382,131846,11/12/2013,13,0,2013-12-11 13:18:47,,1,W6,1","2019-06-22T10:23:17.000+0000",,,1,"ch-od-38-atm-monitoring","atm_fraud",1,W6,",,,--,,,,.,.,.,,,,.,,,,,,//,,,,_,,.,.,-.,,,,,--,,_","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-11 13:18:47"
