Employee_Code,user,Email,Location,Mailbox,Department,AssignedRegion
80,SplunkTel\carol,carol@splunktel.com,CUPERTINO,exch-mbx-cup-01,IT,California
81,SplunkTel\carson,carson@splunktel.com,PLANO,exch-mbx-pla-01,IT,Texas
82,SplunkTel\carter,carter@splunktel.com,PLANO,exch-mbx-pla-01,IT,Texas
83,SplunkTel\cary,cary@splunktel.com,DENVER,exch-mbx-den-00,IT,Colorado
84,SplunkTel\casey,casey@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,IT,California
85,SplunkTel\cecil,cecil@splunktel.com,CUPERTINO,exch-mbx-cup-00,IT,California
86,SplunkTel\cedric,cedric@splunktel.com,CUPERTINO,exch-mbx-cup-00,IT,California
87,SplunkTel\chad,chad@splunktel.com,CUPERTINO,exch-mbx-cup-00,IT,California
88,SplunkTel\charles,charles@splunktel.com,PLANO,exch-mbx-pla-00,IT,Texas
89,SplunkTel\chase,chase@splunktel.com,PLANO,exch-mbx-pla-00,Human Resources,Texas
90,SplunkTel\chauncey,chauncey@splunktel.com,PLANO,exch-mbx-pla-01,Human Resources,Texas
91,SplunkTel\chester,chester@splunktel.com,PLANO,exch-mbx-pla-00,Marketing,Texas
92,SplunkTel\chet,chet@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Human Resources,California
93,SplunkTel\chris,chris@splunktel.com,PLANO,exch-mbx-pla-00,Human Resources,Texas
94,SplunkTel\clair,clair@splunktel.com,CUPERTINO,exch-mbx-cup-01,Human Resources,California
95,SplunkTel\clark,clark@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
96,SplunkTel\claude,claude@splunktel.com,CUPERTINO,exch-mbx-cup-01,Engineering,California
97,SplunkTel\clayton,clayton@splunktel.com,CUPERTINO,exch-mbx-cup-01,Engineering,California
98,SplunkTel\clemente,clemente@splunktel.com,DENVER,exch-mbx-den-01,Engineering,Colorado
99,SplunkTel\cleo,cleo@splunktel.com,DENVER,exch-mbx-den-01,Human Resources,Colorado
100,SplunkTel\clint,clint@splunktel.com,DENVER,exch-mbx-den-01,Human Resources,Colorado
101,SplunkTel\clyde,clyde@splunktel.com,DENVER,exch-mbx-den-00,Human Resources,Colorado
102,SplunkTel\cody,cody@splunktel.com,DENVER,exch-mbx-den-00,Human Resources,Colorado
103,SplunkTel\colby,colby@splunktel.com,DENVER,exch-mbx-den-01,Human Resources,Colorado
104,SplunkTel\colin,colin@splunktel.com,CUPERTINO,exch-mbx-cup-00,Human Resources,California
105,SplunkTel\connie,connie@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Human Resources,California
106,SplunkTel\conrad,conrad@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Human Resources,California
107,SplunkTel\corey,corey@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Human Resources,California
108,SplunkTel\courtney,courtney@splunktel.com,PLANO,exch-mbx-pla-00,Human Resources,Texas
109,SplunkTel\craig,craig@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Marketing,California
110,SplunkTel\curtis,curtis@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Human Resources,California
111,SplunkTel\dale,dale@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Human Resources,California
112,SplunkTel\damon,damon@splunktel.com,PLANO,exch-mbx-pla-00,Engineering,Texas
113,SplunkTel\dan,dan@splunktel.com,CUPERTINO,exch-mbx-cup-01,Engineering,California
114,SplunkTel\dana,dana@splunktel.com,CUPERTINO,exch-mbx-cup-00,Engineering,California
115,SplunkTel\daniel,daniel@splunktel.com,PLANO,exch-mbx-pla-00,Engineering,Texas
116,SplunkTel\dante,dante@splunktel.com,CUPERTINO,exch-mbx-cup-00,Engineering,California
117,SplunkTel\darrell,darrell@splunktel.com,CUPERTINO,exch-mbx-cup-00,Engineering,California
118,SplunkTel\darren,darren@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Engineering,California
119,SplunkTel\darryl,darryl@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Engineering,California
120,SplunkTel\david,david@splunktel.com,PLANO,exch-mbx-pla-01,Engineering,Texas
121,SplunkTel\dean,dean@splunktel.com,CUPERTINO,exch-mbx-cup-00,Engineering,California
122,SplunkTel\dennis,dennis@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Engineering,California
123,SplunkTel\derrick,derrick@splunktel.com,DENVER,exch-mbx-den-01,Engineering,Colorado
124,SplunkTel\desmond,desmond@splunktel.com,CUPERTINO,exch-mbx-cup-00,Engineering,California
125,SplunkTel\devon,devon@splunktel.com,PLANO,exch-mbx-pla-01,IT,Texas
126,SplunkTel\domingo,domingo@splunktel.com,PLANO,exch-mbx-pla-00,IT,Texas
127,SplunkTel\dominic,dominic@splunktel.com,PLANO,exch-mbx-pla-00,Engineering,Texas
128,SplunkTel\donald,donald@splunktel.com,PLANO,exch-mbx-pla-00,Marketing,Texas
129,SplunkTel\donovan,donovan@splunktel.com,DENVER,exch-mbx-den-01,IT,Colorado
130,SplunkTel\donte,donte@splunktel.com,PLANO,exch-mbx-pla-00,Engineering,Texas
131,SplunkTel\douglas,douglas@splunktel.com,CUPERTINO,exch-mbx-cup-01,IT,California
132,SplunkTel\drew,drew@splunktel.com,CUPERTINO,exch-mbx-cup-01,IT,California
133,SplunkTel\duncan,duncan@splunktel.com,CUPERTINO,exch-mbx-cup-01,Engineering,California
134,SplunkTel\dustin,dustin@splunktel.com,CUPERTINO,exch-mbx-cup-01,Engineering,California
135,SplunkTel\dwayne,dwayne@splunktel.com,PLANO,exch-mbx-pla-00,Engineering,Texas
136,SplunkTel\earl,earl@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
137,SplunkTel\edgar,edgar@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Engineering,California
138,SplunkTel\edward,edward@splunktel.com,PLANO,exch-mbx-pla-00,Engineering,Texas
139,SplunkTel\elijah,elijah@splunktel.com,PLANO,exch-mbx-pla-01,Engineering,Texas
140,SplunkTel\elisha,elisha@splunktel.com,PLANO,exch-mbx-pla-00,Engineering,Texas
141,SplunkTel\elliot,elliot@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
142,SplunkTel\elton,elton@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Engineering,California
143,SplunkTel\elvin,elvin@splunktel.com,CUPERTINO,exch-mbx-cup-00,Engineering,California
144,SplunkTel\eric,eric@splunktel.com,CUPERTINO,exch-mbx-cup-00,Marketing,California
145,SplunkTel\erin,erin@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Engineering,California
146,SplunkTel\ethan,ethan@splunktel.com,CUPERTINO,exch-mbx-cup-01,Engineering,California
147,SplunkTel\evan,evan@splunktel.com,DENVER,exch-mbx-den-01,Engineering,Colorado
148,SplunkTel\felipe,felipe@splunktel.com,PLANO,exch-mbx-pla-01,Engineering,Texas
149,SplunkTel\floyd,floyd@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
150,SplunkTel\francis,francis@splunktel.com,PLANO,exch-mbx-pla-00,Engineering,Texas
151,SplunkTel\franklin,franklin@splunktel.com,CUPERTINO,exch-mbx-cup-00,Engineering,California
152,SplunkTel\fred,fred@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
153,SplunkTel\gabriel,gabriel@splunktel.com,CUPERTINO,exch-mbx-cup-00,Engineering,California
154,SplunkTel\gail,gail@splunktel.com,DENVER,exch-mbx-den-01,Engineering,Colorado
155,SplunkTel\garrett,garrett@splunktel.com,PLANO,exch-mbx-pla-00,Engineering,Texas
156,SplunkTel\gary,gary@splunktel.com,PLANO,exch-mbx-pla-01,Engineering,Texas
157,SplunkTel\gavin,gavin@splunktel.com,PLANO,exch-mbx-pla-01,Engineering,Texas
158,SplunkTel\geoffrey,geoffrey@splunktel.com,DENVER,exch-mbx-den-01,Engineering,Colorado
159,SplunkTel\george,george@splunktel.com,CUPERTINO,exch-mbx-cup-00,Marketing,California
160,SplunkTel\gerald,gerald@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Engineering,California
161,SplunkTel\gilbert,gilbert@splunktel.com,PLANO,exch-mbx-pla-00,Engineering,Texas
162,SplunkTel\glenn,glenn@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Engineering,California
163,SplunkTel\gordon,gordon@splunktel.com,DENVER,exch-mbx-den-01,Engineering,Colorado
164,SplunkTel\graham,graham@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Engineering,California
165,SplunkTel\grant,grant@splunktel.com,CUPERTINO,exch-mbx-cup-00,Engineering,California
166,SplunkTel\gregg,gregg@splunktel.com,CUPERTINO,exch-mbx-cup-00,Engineering,California
167,SplunkTel\hank,hank@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
168,SplunkTel\harold,harold@splunktel.com,CUPERTINO,exch-mbx-cup-01,Engineering,California
169,SplunkTel\harry,harry@splunktel.com,DENVER,exch-mbx-den-01,Engineering,Colorado
170,SplunkTel\harvey,harvey@splunktel.com,PLANO,exch-mbx-pla-01,Engineering,Texas
171,SplunkTel\hector,hector@splunktel.com,DENVER,exch-mbx-den-01,Engineering,Colorado
172,SplunkTel\henry,henry@splunktel.com,DENVER,exch-mbx-den-01,Marketing,Colorado
173,SplunkTel\herbert,herbert@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
174,SplunkTel\homer,homer@splunktel.com,CUPERTINO,exch-mbx-cup-00,Engineering,California
175,SplunkTel\howard,howard@splunktel.com,PLANO,exch-mbx-pla-01,Engineering,Texas
176,SplunkTel\hugh,hugh@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
177,SplunkTel\ian,ian@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Engineering,California
178,SplunkTel\irvin,irvin@splunktel.com,PLANO,exch-mbx-pla-01,Engineering,Texas
179,SplunkTel\isaac,isaac@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
180,SplunkTel\ivan,ivan@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
181,SplunkTel\jack,jack@splunktel.com,PLANO,exch-mbx-pla-00,Engineering,Texas
182,SplunkTel\jacob,jacob@splunktel.com,CUPERTINO,exch-mbx-cup-00,Engineering,California
183,SplunkTel\jake,jake@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
184,SplunkTel\james,james@splunktel.com,DENVER,exch-mbx-den-01,Engineering,Colorado
185,SplunkTel\jamie,jamie@splunktel.com,CUPERTINO,exch-mbx-cup-00,Engineering,California
186,SplunkTel\jared,jared@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
187,SplunkTel\jason,jason@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Marketing,California
188,SplunkTel\jean,jean@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
189,SplunkTel\jeff,jeff@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Engineering,California
190,SplunkTel\jerry,jerry@splunktel.com,CUPERTINO,exch-mbx-cup-01,Engineering,California
191,SplunkTel\jess,jess@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
192,SplunkTel\jessie,jessie@splunktel.com,DENVER,exch-mbx-den-00,Security,Colorado
193,SplunkTel\jim,jim@splunktel.com,CUPERTINO,exch-mbx-cup-00,Security,California
194,SplunkTel\joan,joan@splunktel.com,CUPERTINO,exch-mbx-cup-00,Security,California
195,SplunkTel\john,john@splunktel.com,CUPERTINO,exch-mbx-cup-01,Security,California
196,SplunkTel\jordan,jordan@splunktel.com,CUPERTINO,exch-mbx-cup-01,Engineering,California
197,SplunkTel\joshua,joshua@splunktel.com,PLANO,exch-mbx-pla-01,Engineering,Texas
198,SplunkTel\julian,julian@splunktel.com,PLANO,exch-mbx-pla-01,Security,Texas
199,SplunkTel\justin,justin@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Marketing,California
200,SplunkTel\karl,karl@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Security,California
201,SplunkTel\kasey,kasey@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Security,California
202,SplunkTel\keith,keith@splunktel.com,PLANO,exch-mbx-pla-00,Security,Texas
203,SplunkTel\kelly,kelly@splunktel.com,DENVER,exch-mbx-den-00,Security,Colorado
204,SplunkTel\ken,ken@splunktel.com,CUPERTINO,exch-mbx-cup-00,Security,California
205,SplunkTel\kerry,kerry@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Sales,California
206,SplunkTel\kevin,kevin@splunktel.com,DENVER,exch-mbx-den-01,Sales,Colorado
207,SplunkTel\kieth,kieth@splunktel.com,PLANO,exch-mbx-pla-01,Sales,Texas
208,SplunkTel\kim,kim@splunktel.com,CUPERTINO,exch-mbx-cup-01,Sales,California
209,SplunkTel\kirk,kirk@splunktel.com,DENVER,exch-mbx-den-00,Sales,Colorado
210,SplunkTel\kurt,kurt@splunktel.com,CUPERTINO,exch-mbx-cup-00,Sales,California
211,SplunkTel\kurtis,kurtis@splunktel.com,PLANO,exch-mbx-pla-00,Sales,Texas
212,SplunkTel\lamar,lamar@splunktel.com,CUPERTINO,exch-mbx-cup-00,Sales,California
213,SplunkTel\lamont,lamont@splunktel.com,PLANO,exch-mbx-pla-01,Sales,Texas
214,SplunkTel\lance,lance@splunktel.com,DENVER,exch-mbx-den-01,Marketing,Colorado
215,SplunkTel\landon,landon@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Sales,California
216,SplunkTel\lane,lane@splunktel.com,DENVER,exch-mbx-den-00,Sales,Colorado
217,SplunkTel\larry,larry@splunktel.com,CUPERTINO,exch-mbx-cup-01,Sales,California
218,SplunkTel\lauren,lauren@splunktel.com,PLANO,exch-mbx-pla-01,Sales,Texas
219,SplunkTel\lawrence,lawrence@splunktel.com,DENVER,exch-mbx-den-01,Sales,Colorado
220,SplunkTel\lee,lee@splunktel.com,DENVER,exch-mbx-den-01,Engineering,Colorado
221,SplunkTel\leo,leo@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
222,SplunkTel\leon,leon@splunktel.com,DENVER,exch-mbx-den-01,Sales,Colorado
223,SplunkTel\lesley,lesley@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Sales,California
224,SplunkTel\leslie,leslie@splunktel.com,PLANO,exch-mbx-pla-00,Sales,Texas
225,SplunkTel\lindsay,lindsay@splunktel.com,CUPERTINO,exch-mbx-cup-00,Sales,California
226,SplunkTel\lloyd,lloyd@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Sales,California
227,SplunkTel\logan,logan@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Marketing,California
228,SplunkTel\lorenzo,lorenzo@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Sales,California
229,SplunkTel\louis,louis@splunktel.com,DENVER,exch-mbx-den-01,Sales,Colorado
230,SplunkTel\lucas,lucas@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
231,SplunkTel\luke,luke@splunktel.com,CUPERTINO,exch-mbx-cup-00,Engineering,California
232,SplunkTel\lyle,lyle@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
233,SplunkTel\lyndon,lyndon@splunktel.com,DENVER,exch-mbx-den-01,Engineering,Colorado
234,SplunkTel\lynn,lynn@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Engineering,California
235,SplunkTel\malcolm,malcolm@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
236,SplunkTel\marc,marc@splunktel.com,CUPERTINO,exch-mbx-cup-01,Engineering,California
237,SplunkTel\marcelo,marcelo@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
238,SplunkTel\marco,marco@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
239,SplunkTel\marcus,marcus@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
240,SplunkTel\maria,maria@splunktel.com,PLANO,exch-mbx-pla-01,Engineering,Texas
241,SplunkTel\mario,mario@splunktel.com,CUPERTINO,exch-mbx-cup-01,Engineering,California
242,SplunkTel\mark,mark@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Engineering,California
243,SplunkTel\martin,martin@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
244,SplunkTel\marty,marty@splunktel.com,DENVER,exch-mbx-den-00,Marketing,Colorado
245,SplunkTel\marvin,marvin@splunktel.com,PLANO,exch-mbx-pla-00,Engineering,Texas
246,SplunkTel\mary,mary@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
247,SplunkTel\matthew,matthew@splunktel.com,PLANO,exch-mbx-pla-01,Engineering,Texas
248,SplunkTel\maxwell,maxwell@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Engineering,California
249,SplunkTel\maynard,maynard@splunktel.com,PLANO,exch-mbx-pla-00,Engineering,Texas
250,SplunkTel\melvin,melvin@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Engineering,California
251,SplunkTel\michael,michael@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Engineering,California
252,SplunkTel\mike,mike@splunktel.com,PLANO,exch-mbx-pla-00,Engineering,Texas
253,SplunkTel\miles,miles@splunktel.com,DENVER,exch-mbx-den-01,Engineering,Colorado
254,SplunkTel\mitch,mitch@splunktel.com,CUPERTINO,exch-mbx-cup-00,Engineering,California
255,SplunkTel\monty,monty@splunktel.com,DENVER,exch-mbx-den-01,Engineering,Colorado
256,SplunkTel\moshe,moshe@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Engineering,California
257,SplunkTel\murray,murray@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
258,SplunkTel\myles,myles@splunktel.com,CUPERTINO,exch-mbx-cup-00,Engineering,California
259,SplunkTel\nathan,nathan@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Engineering,California
260,SplunkTel\neal,neal@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Engineering,California
261,SplunkTel\neil,neil@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Marketing,California
262,SplunkTel\neville,neville@splunktel.com,DENVER,exch-mbx-den-00,IT,Colorado
263,SplunkTel\nick,nick@splunktel.com,DENVER,exch-mbx-den-01,IT,Colorado
264,SplunkTel\noah,noah@splunktel.com,DENVER,exch-mbx-den-01,Engineering,Colorado
265,SplunkTel\noel,noel@splunktel.com,CUPERTINO,exch-mbx-cup-01,Engineering,California
266,SplunkTel\norman,norman@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,IT,California
267,SplunkTel\oliver,oliver@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,IT,California
268,SplunkTel\omar,omar@splunktel.com,PLANO,exch-mbx-pla-00,Engineering,Texas
269,SplunkTel\otto,otto@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Engineering,California
270,SplunkTel\owen,owen@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Engineering,California
271,SplunkTel\patricia,patricia@splunktel.com,DENVER,exch-mbx-den-01,Engineering,Colorado
272,SplunkTel\patrick,patrick@splunktel.com,PLANO,exch-mbx-pla-00,Engineering,Texas
273,SplunkTel\paul,paul@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Engineering,California
274,SplunkTel\perry,perry@splunktel.com,CUPERTINO,exch-mbx-cup-00,Engineering,California
275,SplunkTel\pete,pete@splunktel.com,PLANO,exch-mbx-pla-00,Engineering,Texas
276,SplunkTel\phil,phil@splunktel.com,CUPERTINO,exch-mbx-cup-00,Engineering,California
277,SplunkTel\quincy,quincy@splunktel.com,PLANO,exch-mbx-pla-00,Engineering,Texas
278,SplunkTel\ralph,ralph@splunktel.com,DENVER,exch-mbx-den-00,Marketing,Colorado
279,SplunkTel\randall,randall@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Engineering,California
280,SplunkTel\raul,raul@splunktel.com,DENVER,exch-mbx-den-01,Engineering,Colorado
281,SplunkTel\ray,ray@splunktel.com,CUPERTINO,exch-mbx-cup-01,Engineering,California
282,SplunkTel\reggie,reggie@splunktel.com,CUPERTINO,exch-mbx-cup-01,Engineering,California
283,SplunkTel\rene,rene@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
284,SplunkTel\richard,richard@splunktel.com,DENVER,exch-mbx-den-01,Engineering,Colorado
285,SplunkTel\robert,robert@splunktel.com,DENVER,exch-mbx-den-01,Engineering,Colorado
286,SplunkTel\robin,robin@splunktel.com,PLANO,exch-mbx-pla-01,Engineering,Texas
287,SplunkTel\roger,roger@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Engineering,California
288,SplunkTel\roman,roman@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
289,SplunkTel\ron,ron@splunktel.com,PLANO,exch-mbx-pla-00,Engineering,Texas
290,SplunkTel\rory,rory@splunktel.com,CUPERTINO,exch-mbx-cup-01,Engineering,California
291,SplunkTel\ross,ross@splunktel.com,CUPERTINO,exch-mbx-cup-01,Sales,California
292,SplunkTel\roy,roy@splunktel.com,DENVER,exch-mbx-den-00,Sales,Colorado
293,SplunkTel\rupert,rupert@splunktel.com,PLANO,exch-mbx-pla-00,Sales,Texas
294,SplunkTel\ryan,ryan@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Sales,California
295,SplunkTel\sal,sal@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Sales,California
296,SplunkTel\sam,sam@splunktel.com,PLANO,exch-mbx-pla-01,Sales,Texas
297,SplunkTel\sandy,sandy@splunktel.com,CUPERTINO,exch-mbx-cup-00,Sales,California
298,SplunkTel\scott,scott@splunktel.com,CUPERTINO,exch-mbx-cup-00,Sales,California
299,SplunkTel\sean,sean@splunktel.com,PLANO,exch-mbx-pla-00,Sales,Texas
