epoch,_time,customer,employee,waived,fee
1551446588,2019/03/01 08:23:08 EST,Brenden,Quinn,yes,0
1551448402,2019/03/01 08:53:22 EST,Allen,Roberto,yes,0
1551446472,2019/03/01 08:21:12 EST,Amery,Roberts,yes,0
1551451616,2019/03/01 09:46:56 EST,Dustin,Roberto,yes,0
1551448996,2019/03/01 09:03:16 EST,Jena,Roberts,yes,0
1551449825,2019/03/01 09:17:05 EST,Tatyana,Jean,yes,0
1551446279,2019/03/01 08:17:59 EST,Lynn,Roberto,yes,0
1551451514,2019/03/01 09:45:14 EST,Quyn,Charlie,yes,0
1551450372,2019/03/01 09:26:12 EST,Alec,Charlie,yes,0
1551446808,2019/03/01 08:26:48 EST,Brendan,Roberts,yes,0
1551449689,2019/03/01 09:14:49 EST,Ginger,Roberto,yes,0
1551446977,2019/03/01 08:29:37 EST,Maggy,Charlie,yes,0
1551448552,2019/03/01 08:55:52 EST,Brett,Quinn,yes,0
1551448772,2019/03/01 08:59:32 EST,Paula,Roberts,yes,0
1551449954,2019/03/01 09:19:14 EST,Mira,Roberto,yes,0
1551449471,2019/03/01 09:11:11 EST,Dexter,Roberto,yes,0
1551451100,2019/03/01 09:38:20 EST,Cooper,Quinn,yes,0
1551448281,2019/03/01 08:51:21 EST,Charde,Quinn,yes,0
1551447629,2019/03/01 08:40:29 EST,Maris,Charlie,yes,0
1551450014,2019/03/01 09:20:14 EST,Molly,Charlie,yes,0
1551449327,2019/03/01 09:08:47 EST,Macy,Roberto,yes,0
1551451554,2019/03/01 09:45:54 EST,Ian,Charlie,yes,0
1551450615,2019/03/01 09:30:15 EST,Rina,Roberto,yes,0
1551451264,2019/03/01 09:41:04 EST,Duncan,Roberto,yes,0
1551449686,2019/03/01 09:14:46 EST,Emery,Jean,yes,0
1551448071,2019/03/01 08:47:51 EST,Abbot,Roberts,yes,0
1551446281,2019/03/01 08:18:01 EST,Jack,Charlie,yes,0
1551445280,2019/03/01 08:01:20 EST,Amber,Charlie,yes,0
1551449010,2019/03/01 09:03:30 EST,Shoshana,Charlie,yes,0
1551446430,2019/03/01 08:20:30 EST,Lance,Charlie,yes,0
1551451555,2019/03/01 09:45:55 EST,Dean,Roberto,yes,0
1551445697,2019/03/01 08:08:17 EST,Axel,Charlie,yes,0
1551446881,2019/03/01 08:28:01 EST,Caleb,Quinn,yes,0
1551445946,2019/03/01 08:12:26 EST,Alvin,Quinn,yes,0
1551451611,2019/03/01 09:46:51 EST,Elvis,Jean,yes,0
1551445755,2019/03/01 08:09:15 EST,Cullen,Roberts,yes,0
1551444863,2019/03/01 07:54:23 EST,Kevin,Jean,yes,0
1551448075,2019/03/01 08:47:55 EST,Keegan,Roberts,yes,0
1551447892,2019/03/01 08:44:52 EST,Ivan,Charlie,yes,0
1551449383,2019/03/01 09:09:43 EST,Talon,Charlie,yes,0
1551448125,2019/03/01 08:48:45 EST,Leroy,Quinn,yes,0
1551447733,2019/03/01 08:42:13 EST,Erich,Charlie,yes,0
1551450952,2019/03/01 09:35:52 EST,Carla,Roberto,yes,0
1551449738,2019/03/01 09:15:38 EST,Owen,Roberto,yes,0
1551445645,2019/03/01 08:07:25 EST,Mary,Charlie,yes,0
1551451532,2019/03/01 09:45:32 EST,Kelsie,Jean,yes,0
1551445879,2019/03/01 08:11:19 EST,Jaime,Jean,yes,0
1551448839,2019/03/01 09:00:39 EST,Alice,Roberts,yes,0
1551450766,2019/03/01 09:32:46 EST,Keane,Jean,yes,0
1551445654,2019/03/01 08:07:34 EST,Blake,Roberts,yes,0
1551446764,2019/03/01 08:26:04 EST,Fay,Quinn,yes,0
1551446873,2019/03/01 08:27:53 EST,Damon,Roberts,yes,0
1551444997,2019/03/01 07:56:37 EST,Emma,Roberto,yes,0
1551450180,2019/03/01 09:23:00 EST,Phelan,Charlie,yes,0
1551448762,2019/03/01 08:59:22 EST,Claudia,Charlie,yes,0
1551451363,2019/03/01 09:42:43 EST,Imani,Quinn,yes,0
1551451736,2019/03/01 09:48:56 EST,Hyacinth,Roberts,yes,0
1551445519,2019/03/01 08:05:19 EST,James,Quinn,yes,0
1551448450,2019/03/01 08:54:10 EST,Amber,Charlie,yes,0
1551448348,2019/03/01 08:52:28 EST,Gary,Quinn,yes,0
1551447759,2019/03/01 08:42:39 EST,Byron,Roberts,yes,0
1551445787,2019/03/01 08:09:47 EST,MacKenzie,Jean,yes,0
1551445686,2019/03/01 08:08:06 EST,Quincy,Roberts,yes,0
1551451621,2019/03/01 09:47:01 EST,Gretchen,Roberts,yes,0
1551447039,2019/03/01 08:30:39 EST,Rogan,Roberto,yes,0
1551450331,2019/03/01 09:25:31 EST,Yoshi,Roberts,yes,0
1551447396,2019/03/01 08:36:36 EST,Keelie,Jean,yes,0
1551449285,2019/03/01 09:08:05 EST,Cherokee,Charlie,yes,0
1551447813,2019/03/01 08:43:33 EST,Uriah,Charlie,yes,0
1551445004,2019/03/01 07:56:44 EST,Lila,Roberto,yes,0
1551449825,2019/03/01 09:17:05 EST,Adele,Charlie,yes,0
1551451077,2019/03/01 09:37:57 EST,Davis,Jean,yes,0
1551446497,2019/03/01 08:21:37 EST,Raya,Charlie,yes,0
1551450631,2019/03/01 09:30:31 EST,Driscoll,Jean,yes,0
1551445599,2019/03/01 08:06:39 EST,Ainsley,Quinn,yes,0
1551450520,2019/03/01 09:28:40 EST,Quynn,Quinn,yes,0
1551444870,2019/03/01 07:54:30 EST,Rhoda,Roberts,yes,0
1551448703,2019/03/01 08:58:23 EST,Rama,Charlie,yes,0
1551451899,2019/03/01 09:51:39 EST,Melyssa,Roberts,yes,0
1551446902,2019/03/01 08:28:22 EST,Dillon,Charlie,yes,0
1551450917,2019/03/01 09:35:17 EST,Garth,Quinn,yes,0
1551450175,2019/03/01 09:22:55 EST,Amir,Quinn,yes,0
1551446880,2019/03/01 08:28:00 EST,Rigel,Jean,yes,0
1551446651,2019/03/01 08:24:11 EST,Brennan,Charlie,yes,10
1551449240,2019/03/01 09:07:20 EST,Cain,Jean,yes,0
1551448017,2019/03/01 08:46:57 EST,Robin,Roberto,yes,0
1551445641,2019/03/01 08:07:21 EST,Ria,Charlie,yes,0
1551446875,2019/03/01 08:27:55 EST,Kitra,Roberts,yes,0
1551451797,2019/03/01 09:49:57 EST,Ifeoma,Jean,yes,0
1551448059,2019/03/01 08:47:39 EST,Evan,Jean,yes,0
1551451716,2019/03/01 09:48:36 EST,Ciaran,Charlie,yes,0
1551446104,2019/03/01 08:15:04 EST,Stacey,Charlie,yes,0
1551447709,2019/03/01 08:41:49 EST,Kaye,Roberts,yes,0
1551447528,2019/03/01 08:38:48 EST,Cleo,Roberto,no,10
1551444849,2019/03/01 07:54:09 EST,Petra,Jean,yes,0
1551450737,2019/03/01 09:32:17 EST,Shelley,Quinn,yes,0
1551447635,2019/03/01 08:40:35 EST,Bertha,Roberto,yes,0
1551447107,2019/03/01 08:31:47 EST,Blair,Roberto,yes,0
1551446963,2019/03/01 08:29:23 EST,Asher,Quinn,yes,0
1551451415,2019/03/01 09:43:35 EST,Kessie,Jean,yes,0
1551445762,2019/03/01 08:09:22 EST,Clinton,Roberto,yes,0
1551451123,2019/03/01 09:38:43 EST,Hiroko,Jean,yes,0
1551445993,2019/03/01 08:13:13 EST,Benedict,Roberto,yes,0
1551448820,2019/03/01 09:00:20 EST,Ethan,Roberts,yes,0
1551444932,2019/03/01 07:55:32 EST,Barclay,Roberto,yes,0
1551451336,2019/03/01 09:42:16 EST,Beck,Roberts,yes,0
1551447254,2019/03/01 08:34:14 EST,Herman,Roberto,no,10
1551450194,2019/03/01 09:23:14 EST,Harper,Quinn,yes,0
1551446157,2019/03/01 08:15:57 EST,Xander,Quinn,yes,0
1551446761,2019/03/01 08:26:01 EST,Keane,Jean,yes,0
1551448594,2019/03/01 08:56:34 EST,Fulton,Jean,yes,0
1551447766,2019/03/01 08:42:46 EST,Meghan,Quinn,yes,0
1551445591,2019/03/01 08:06:31 EST,Geraldine,Roberts,yes,0
1551446499,2019/03/01 08:21:39 EST,Zahir,Roberts,yes,0
1551451644,2019/03/01 09:47:24 EST,Carolyn,Roberto,yes,0
1551446285,2019/03/01 08:18:05 EST,Lev,Charlie,yes,0
1551449533,2019/03/01 09:12:13 EST,Gabriel,Quinn,yes,0
1551451683,2019/03/01 09:48:03 EST,Desiree,Charlie,yes,0
1551451706,2019/03/01 09:48:26 EST,Tyler,Jean,yes,0
1551444908,2019/03/01 07:55:08 EST,Eleanor,Jean,yes,0
1551450996,2019/03/01 09:36:36 EST,Irma,Charlie,yes,200
1551451905,2019/03/01 09:51:45 EST,Jolene,Jean,yes,0
1551447269,2019/03/01 08:34:29 EST,Cullen,Roberts,yes,0
1551448138,2019/03/01 08:48:58 EST,Keegan,Quinn,yes,0
1551451967,2019/03/01 09:52:47 EST,Kirk,Charlie,yes,0
1551447577,2019/03/01 08:39:37 EST,Octavia,Charlie,yes,0
1551446866,2019/03/01 08:27:46 EST,Jelani,Roberts,yes,0
1551448674,2019/03/01 08:57:54 EST,Alexis,Roberto,yes,0
1551451519,2019/03/01 09:45:19 EST,Eaton,Jean,yes,100
1551446476,2019/03/01 08:21:16 EST,Rashad,Quinn,yes,0
1551448859,2019/03/01 09:00:59 EST,Emi,Charlie,yes,0
1551448809,2019/03/01 09:00:09 EST,Odysseus,Quinn,yes,0
1551452014,2019/03/01 09:53:34 EST,Tarik,Roberts,yes,0
1551445896,2019/03/01 08:11:36 EST,Elizabeth,Roberts,yes,0
1551445533,2019/03/01 08:05:33 EST,Garrett,Roberto,yes,0
1551451816,2019/03/01 09:50:16 EST,Shelley,Quinn,yes,0
1551451982,2019/03/01 09:53:02 EST,Justina,Jean,yes,0
1551450545,2019/03/01 09:29:05 EST,Aquila,Charlie,yes,0
