epoch,_time,customer,status,original_balance
1550768444,2019/02/21 12:00:44 EST,Gwendolyn,suspended,10053
1550768459,2019/02/21 12:00:59 EST,Hakeem,active,14141
1550769851,2019/02/21 12:24:11 EST,Hall,active,9511
1550771306,2019/02/21 12:48:26 EST,Hammett,active,11377
1550769218,2019/02/21 12:13:38 EST,Hannah,active,6147
1550770045,2019/02/21 12:27:25 EST,Harding,active,8513
1550770564,2019/02/21 12:36:04 EST,Harlan,active,14176
1550770320,2019/02/21 12:32:00 EST,Harrison,active,11247
1550769934,2019/02/21 12:25:34 EST,Hasad,active,7810
1550769207,2019/02/21 12:13:27 EST,Hayden,terminated,10103
1550768064,2019/02/21 11:54:24 EST,Hayley,active,8566
1550770537,2019/02/21 12:35:37 EST,Hedley,active,9238
1550771058,2019/02/21 12:44:18 EST,Hilda,active,14245
1550768076,2019/02/21 11:54:36 EST,Hollee,active,12133
1550768765,2019/02/21 12:06:05 EST,Holmes,active,14374
1550771309,2019/02/21 12:48:29 EST,Hu,active,6421
1550771411,2019/02/21 12:50:11 EST,Hunter,active,11939
1550768404,2019/02/21 12:00:04 EST,Ira,active,14099
1550769153,2019/02/21 12:12:33 EST,Ivana,active,7837
1550771477,2019/02/21 12:51:17 EST,Jackson,active,14078
1550771427,2019/02/21 12:50:27 EST,Jacob,active,6145
1550769929,2019/02/21 12:25:29 EST,Jakeem,active,9320
1550769800,2019/02/21 12:23:20 EST,Jamal,active,11800
1550769485,2019/02/21 12:18:05 EST,Jelani,active,12596
1550771127,2019/02/21 12:45:27 EST,Jerome,active,6381
1550770613,2019/02/21 12:36:53 EST,Jescie,active,6509
1550768046,2019/02/21 11:54:06 EST,Joseph,active,11103
1550770789,2019/02/21 12:39:49 EST,Josephine,active,6029
1550768812,2019/02/21 12:06:52 EST,Judah,active,11179
1550768269,2019/02/21 11:57:49 EST,Judith,active,9878
1550769438,2019/02/21 12:17:18 EST,Kane,active,10784
1550771318,2019/02/21 12:48:38 EST,Karina,active,12372
1550770877,2019/02/21 12:41:17 EST,Kasper,active,12717
1550769383,2019/02/21 12:16:23 EST,Kato,active,11892
1550769076,2019/02/21 12:11:16 EST,Kay,active,500
1550768390,2019/02/21 11:59:50 EST,Kaye,active,6719
1550771599,2019/02/21 12:53:19 EST,Keane,active,9617
1550768781,2019/02/21 12:06:21 EST,Kellie,active,11740
1550769457,2019/02/21 12:17:37 EST,Kelsey,active,6395
1550771334,2019/02/21 12:48:54 EST,Kiayada,active,7589
1550768527,2019/02/21 12:02:07 EST,Kimberley,active,7463
1550770375,2019/02/21 12:32:55 EST,Kirk,active,10040
1550768091,2019/02/21 11:54:51 EST,Knox,active,6395
1550768791,2019/02/21 12:06:31 EST,Kuame,active,13819
1550771270,2019/02/21 12:47:50 EST,Kylan,active,6788
1550769301,2019/02/21 12:15:01 EST,Lacota,active,8235
1550771265,2019/02/21 12:47:45 EST,Lael,active,10829
1550770375,2019/02/21 12:32:55 EST,Lamar,active,10570
1550771595,2019/02/21 12:53:15 EST,Lara,active,9091
1550768109,2019/02/21 11:55:09 EST,Lawrence,active,12406
1550769286,2019/02/21 12:14:46 EST,Len,active,12733
1550769380,2019/02/21 12:16:20 EST,Leonard,active,13162
1550770447,2019/02/21 12:34:07 EST,Lois,active,10012
1550771445,2019/02/21 12:50:45 EST,Louis,active,11813
1550769688,2019/02/21 12:21:28 EST,Luke,active,8028
1550770278,2019/02/21 12:31:18 EST,Lydia,active,8332
1550768913,2019/02/21 12:08:33 EST,Lyle,active,8453
1550770574,2019/02/21 12:36:14 EST,MacKenzie,active,8531
1550769873,2019/02/21 12:24:33 EST,Macaulay,active,8521
1550770437,2019/02/21 12:33:57 EST,Macey,active,7666
1550768404,2019/02/21 12:00:04 EST,Macon,active,14462
1550770287,2019/02/21 12:31:27 EST,Maisie,active,11922
1550769949,2019/02/21 12:25:49 EST,Malcolm,active,11014
1550770302,2019/02/21 12:31:42 EST,Malik,active,13888
1550771063,2019/02/21 12:44:23 EST,Mara,active,11271
1550771221,2019/02/21 12:47:01 EST,Mark,active,8716
1550771228,2019/02/21 12:47:08 EST,Marsden,active,13839
1550771121,2019/02/21 12:45:21 EST,Maryam,active,6557
1550770578,2019/02/21 12:36:18 EST,Maxwell,active,9610
1550771279,2019/02/21 12:47:59 EST,Melinda,active,11022
1550768367,2019/02/21 11:59:27 EST,Melyssa,active,9812
1550768575,2019/02/21 12:02:55 EST,Michelle,active,14252
1550768898,2019/02/21 12:08:18 EST,Moana,active,7172
1550770824,2019/02/21 12:40:24 EST,Molly,active,7378
1550768851,2019/02/21 12:07:31 EST,Moses,active,12257
1550769482,2019/02/21 12:18:02 EST,Mufutau,active,9960
1550770145,2019/02/21 12:29:05 EST,Naida,active,11586
1550770640,2019/02/21 12:37:20 EST,Naomi,active,13831
1550769129,2019/02/21 12:12:09 EST,Nathan,active,12249
1550768426,2019/02/21 12:00:26 EST,Nehru,active,7214
1550770552,2019/02/21 12:35:52 EST,Neil,active,11016
1550768106,2019/02/21 11:55:06 EST,Nero,active,10177
1550770056,2019/02/21 12:27:36 EST,Neville,active,8229
1550768791,2019/02/21 12:06:31 EST,Nicholas,active,11180
1550770233,2019/02/21 12:30:33 EST,Noel,active,11287
1550769711,2019/02/21 12:21:51 EST,Nolan,active,12787
1550769719,2019/02/21 12:21:59 EST,Olivia,active,9527
1550770418,2019/02/21 12:33:38 EST,Omar,active,11795
1550771217,2019/02/21 12:46:57 EST,Orli,active,12447
1550770271,2019/02/21 12:31:11 EST,Otto,active,6610
1550769178,2019/02/21 12:12:58 EST,Paloma,active,6787
1550769016,2019/02/21 12:10:16 EST,Pamela,active,14893
1550768356,2019/02/21 11:59:16 EST,Pandora,active,7845
1550768505,2019/02/21 12:01:45 EST,Paula,active,14236
1550770599,2019/02/21 12:36:39 EST,Perry,active,7226
1550769466,2019/02/21 12:17:46 EST,Phillip,active,14523
1550769494,2019/02/21 12:18:14 EST,Plato,active,12351
1550769647,2019/02/21 12:20:47 EST,Porter,active,14005
1550769714,2019/02/21 12:21:54 EST,Portia,active,11894
1550771311,2019/02/21 12:48:31 EST,Prescott,active,7973
1550770671,2019/02/21 12:37:51 EST,Preston,active,11202
1550770424,2019/02/21 12:33:44 EST,Price,active,10046
1550770908,2019/02/21 12:41:48 EST,Quon,active,13645
1550769373,2019/02/21 12:16:13 EST,Rachel,active,75000
1550769483,2019/02/21 12:18:03 EST,Rafael,active,9902
1550770071,2019/02/21 12:27:51 EST,Rahim,active,8590
1550770725,2019/02/21 12:38:45 EST,Raja,active,6153
1550770986,2019/02/21 12:43:06 EST,Rajah,active,12491
1550769781,2019/02/21 12:23:01 EST,Ralph,active,7521
1550770731,2019/02/21 12:38:51 EST,Ramona,active,6820
1550771147,2019/02/21 12:45:47 EST,Rashad,active,9152
1550771148,2019/02/21 12:45:48 EST,Raymond,active,7519
1550769940,2019/02/21 12:25:40 EST,Reece,active,7121
1550768969,2019/02/21 12:09:29 EST,Reese,active,10508
1550769590,2019/02/21 12:19:50 EST,Rhea,active,13985
1550769510,2019/02/21 12:18:30 EST,Rose,active,7548
1550770319,2019/02/21 12:31:59 EST,Ross,active,14987
1550769967,2019/02/21 12:26:07 EST,Rylee,active,11347
1550768206,2019/02/21 11:56:46 EST,Salvador,active,12680
1550769437,2019/02/21 12:17:17 EST,September,active,12956
1550768739,2019/02/21 12:05:39 EST,Shaeleigh,active,13530
1550769123,2019/02/21 12:12:03 EST,Shaine,active,7829
1550768098,2019/02/21 11:54:58 EST,Shea,active,11225
1550768091,2019/02/21 11:54:51 EST,Shoshana,active,12873
1550770001,2019/02/21 12:26:41 EST,Slade,active,13582
1550771202,2019/02/21 12:46:42 EST,Stephen,active,14600
1550769763,2019/02/21 12:22:43 EST,Stone,active,8990
1550769807,2019/02/21 12:23:27 EST,Sybil,active,14061
1550768250,2019/02/21 11:57:30 EST,Tad,active,9742
1550768435,2019/02/21 12:00:35 EST,Tamara,active,11370
1550769548,2019/02/21 12:19:08 EST,Tanner,active,14655
1550770843,2019/02/21 12:40:43 EST,Tatiana,active,12269
1550769638,2019/02/21 12:20:38 EST,Thaddeus,active,7654
1550769814,2019/02/21 12:23:34 EST,Tiger,active,11229
1550768664,2019/02/21 12:04:24 EST,Travis,active,10864
1550769343,2019/02/21 12:15:43 EST,Tyrone,active,14563
1550769474,2019/02/21 12:17:54 EST,Ulric,active,13628
1550769625,2019/02/21 12:20:25 EST,Uriah,active,6492
1550771059,2019/02/21 12:44:19 EST,Vance,active,8084
1550769049,2019/02/21 12:10:49 EST,Vanna,active,9422
1550771187,2019/02/21 12:46:27 EST,Vernon,active,7558
1550770475,2019/02/21 12:34:35 EST,Victoria,active,13917
1550770019,2019/02/21 12:26:59 EST,Vincent,active,8206
1550769704,2019/02/21 12:21:44 EST,Virginia,active,10886
1550769870,2019/02/21 12:24:30 EST,Wade,active,6211
1550769775,2019/02/21 12:22:55 EST,Walker,active,8030
1550770462,2019/02/21 12:34:22 EST,Wanda,active,9769
1550769960,2019/02/21 12:26:00 EST,Whilemina,active,14597
1550768381,2019/02/21 11:59:41 EST,Willow,active,14906
1550768639,2019/02/21 12:03:59 EST,Winifred,active,14724
1551405224,2019/03/01 01:53:44 EST,Wyatt,active,3001
1550771024,2019/02/21 12:43:44 EST,Wylie,active,13780
1550768688,2019/02/21 12:04:48 EST,Wynne,active,12679
1550770750,2019/02/21 12:39:10 EST,Xantha,active,13892
1550770716,2019/02/21 12:38:36 EST,Xanthus,active,13004
1550768430,2019/02/21 12:00:30 EST,Xerxes,active,11793
1550769078,2019/02/21 12:11:18 EST,Yael,active,6990
1550769443,2019/02/21 12:17:23 EST,Yasir,active,8731
1550769011,2019/02/21 12:10:11 EST,Yoshio,active,13119
1550768445,2019/02/21 12:00:45 EST,Yvette,active,14902
1550771206,2019/02/21 12:46:46 EST,Zahir,active,9451
1550771306,2019/02/21 12:48:26 EST,Zeph,active,13238
1550771109,2019/02/21 12:45:09 EST,Zephr,active,6861
1550769680,2019/02/21 12:21:20 EST,Zia,active,13195
1551405223,2019/03/01 01:53:43 EST,Zoe,active,1500
